participant,Welcome_Screen:1,participant_code:1,age:1,gender:1,handedness:1,education:1,income:1,computer_hours:1,wcst_task:1,n_back_task:1,corsi_block_span_task:1,fitts_law:1,navon_task:1,TIME_start,TIME_end,TIME_total
s.7ea83db4-44e4-41b9-9a2d-72fd05b7b9b8.txt,welcome_screen.2021-05-25-1728.data.7ea83db4-44e4-41b9-9a2d-72fd05b7b9b8.txt,271279,25,2,1,4,9,75,WCST_Task.2021-05-25-1737.data.7ea83db4-44e4-41b9-9a2d-72fd05b7b9b8.txt,N_Back_Task.2021-05-25-1742.data.7ea83db4-44e4-41b9-9a2d-72fd05b7b9b8.txt,Corsi_Block_Span_Task.2021-05-25-1743.data.7ea83db4-44e4-41b9-9a2d-72fd05b7b9b8.txt,Fitts_Law.2021-05-25-1744.data.7ea83db4-44e4-41b9-9a2d-72fd05b7b9b8.txt,Navon_Task.2021-05-25-1748.data.7ea83db4-44e4-41b9-9a2d-72fd05b7b9b8.txt,2021-05-25-17-27,2021-05-25-17-48,21,
s.b19d9c06-ee07-4a88-876f-3d093373d0e1.txt,welcome_screen.2021-05-25-1555.data.b19d9c06-ee07-4a88-876f-3d093373d0e1.txt,998443,40,2,1,3,8,89,"","","","","",2021-05-25-15-55,"",""
s.9642d27c-62ef-4a67-b341-30ff6bceb188.txt,welcome_screen.2021-05-25-1610.data.9642d27c-62ef-4a67-b341-30ff6bceb188.txt,889743,46,1,1,2,6,2,"","","","","",2021-05-25-16-09,"",""
s.b41acce6-a32d-45e2-a54f-c8311bb6ae6e.txt,welcome_screen.2021-05-25-1555.data.b41acce6-a32d-45e2-a54f-c8311bb6ae6e.txt,979785,40,2,1,4,5,12,WCST_Task.2021-05-25-1603.data.b41acce6-a32d-45e2-a54f-c8311bb6ae6e.txt,N_Back_Task.2021-05-25-1608.data.b41acce6-a32d-45e2-a54f-c8311bb6ae6e.txt,Corsi_Block_Span_Task.2021-05-25-1610.data.b41acce6-a32d-45e2-a54f-c8311bb6ae6e.txt,Fitts_Law.2021-05-25-1611.data.b41acce6-a32d-45e2-a54f-c8311bb6ae6e.txt,Navon_Task.2021-05-25-1614.data.b41acce6-a32d-45e2-a54f-c8311bb6ae6e.txt,2021-05-25-15-55,2021-05-25-16-14,19,
s.ed96c643-1209-413c-96d7-ea479fd02854.txt,welcome_screen.2021-05-25-1629.data.ed96c643-1209-413c-96d7-ea479fd02854.txt,207349,25,1,1,4,9,88,"","","","","",2021-05-25-16-29,"",""
s.bfd00d47-bea2-46e3-b806-f9a0c65dba14.txt,welcome_screen.2021-05-25-1554.data.bfd00d47-bea2-46e3-b806-f9a0c65dba14.txt,386290,35,1,1,3,8,88,"","","","","",2021-05-25-15-54,"",""
s.2c16bea8-aaaf-4755-b0d7-546476ae256a.txt,welcome_screen.2021-05-25-1716.data.2c16bea8-aaaf-4755-b0d7-546476ae256a.txt,122688,"","","","","","","","","","","",2021-05-25-16-56,"",""
s.802adc88-4309-4495-ab1f-c0b3ace90910.txt,welcome_screen.2021-05-29-2258.data.802adc88-4309-4495-ab1f-c0b3ace90910.txt,557453,43,1,2,3,4,30,WCST_Task.2021-05-29-2310.data.802adc88-4309-4495-ab1f-c0b3ace90910.txt,N_Back_Task.2021-05-29-2315.data.802adc88-4309-4495-ab1f-c0b3ace90910.txt,Corsi_Block_Span_Task.2021-05-29-2315.data.802adc88-4309-4495-ab1f-c0b3ace90910.txt,Fitts_Law.2021-05-29-2317.data.802adc88-4309-4495-ab1f-c0b3ace90910.txt,Navon_Task.2021-05-29-2319.data.802adc88-4309-4495-ab1f-c0b3ace90910.txt,2021-05-29-22-58,2021-05-29-23-19,21,
s.13209f70-ab7f-48ce-97ae-8d86834edb24.txt,welcome_screen.2021-05-25-1608.data.13209f70-ab7f-48ce-97ae-8d86834edb24.txt,963191,49,2,1,3,4,2,WCST_Task.2021-05-25-1618.data.13209f70-ab7f-48ce-97ae-8d86834edb24.txt,N_Back_Task.2021-05-25-1624.data.13209f70-ab7f-48ce-97ae-8d86834edb24.txt,Corsi_Block_Span_Task.2021-05-25-1626.data.13209f70-ab7f-48ce-97ae-8d86834edb24.txt,Fitts_Law.2021-05-25-1627.data.13209f70-ab7f-48ce-97ae-8d86834edb24.txt,Navon_Task.2021-05-25-1633.data.13209f70-ab7f-48ce-97ae-8d86834edb24.txt,2021-05-25-16-07,2021-05-25-16-33,26,
s.de4abfc9-3be1-4ad8-baf4-f05b3454fc07.txt,welcome_screen.2021-05-25-1615.data.de4abfc9-3be1-4ad8-baf4-f05b3454fc07.txt,572735,34,2,1,4,5,3,WCST_Task.2021-05-25-1623.data.de4abfc9-3be1-4ad8-baf4-f05b3454fc07.txt,N_Back_Task.2021-05-25-1629.data.de4abfc9-3be1-4ad8-baf4-f05b3454fc07.txt,Corsi_Block_Span_Task.2021-05-25-1631.data.de4abfc9-3be1-4ad8-baf4-f05b3454fc07.txt,Fitts_Law.2021-05-25-1634.data.de4abfc9-3be1-4ad8-baf4-f05b3454fc07.txt,Navon_Task.2021-05-25-1638.data.de4abfc9-3be1-4ad8-baf4-f05b3454fc07.txt,2021-05-25-16-15,2021-05-25-16-38,23,
s.83ba2529-dbb6-41e1-8fd9-e84345c4887a.txt,welcome_screen.2021-05-25-1604.data.83ba2529-dbb6-41e1-8fd9-e84345c4887a.txt,540003,23,2,1,4,6,44,"","","","","",2021-05-25-16-03,"",""
s.b43e4fa2-5320-4243-87f8-02d2959173d4.txt,welcome_screen.2021-05-25-1658.data.b43e4fa2-5320-4243-87f8-02d2959173d4.txt,130202,60,2,1,3,6,8,WCST_Task.2021-05-25-1707.data.b43e4fa2-5320-4243-87f8-02d2959173d4.txt,N_Back_Task.2021-05-25-1712.data.b43e4fa2-5320-4243-87f8-02d2959173d4.txt,Corsi_Block_Span_Task.2021-05-25-1713.data.b43e4fa2-5320-4243-87f8-02d2959173d4.txt,Fitts_Law.2021-05-25-1715.data.b43e4fa2-5320-4243-87f8-02d2959173d4.txt,Navon_Task.2021-05-25-1717.data.b43e4fa2-5320-4243-87f8-02d2959173d4.txt,2021-05-25-16-58,2021-05-25-17-17,19,
s.901db6b3-73a9-4cf3-adc5-b399a883607d.txt,welcome_screen.2021-05-25-1621.data.901db6b3-73a9-4cf3-adc5-b399a883607d.txt,875411,31,1,1,4,8,54,"","","","","",2021-05-25-16-20,"",""
s.1ab1d63c-2854-4c4d-b17a-09a0a3a52bc6.txt,welcome_screen.2021-05-25-1605.data.1ab1d63c-2854-4c4d-b17a-09a0a3a52bc6.txt,886794,36,2,1,2,7,14,"","","","","",2021-05-25-16-04,"",""
s.a6da8be2-447f-4ec0-86aa-e31ff5cc7c7f.txt,welcome_screen.2021-05-25-1558.data.a6da8be2-447f-4ec0-86aa-e31ff5cc7c7f.txt,103322,51,1,1,3,6,82,WCST_Task.2021-05-25-1606.data.a6da8be2-447f-4ec0-86aa-e31ff5cc7c7f.txt,N_Back_Task.2021-05-25-1611.data.a6da8be2-447f-4ec0-86aa-e31ff5cc7c7f.txt,Corsi_Block_Span_Task.2021-05-25-1612.data.a6da8be2-447f-4ec0-86aa-e31ff5cc7c7f.txt,Fitts_Law.2021-05-25-1614.data.a6da8be2-447f-4ec0-86aa-e31ff5cc7c7f.txt,Navon_Task.2021-05-25-1617.data.a6da8be2-447f-4ec0-86aa-e31ff5cc7c7f.txt,2021-05-25-15-58,2021-05-25-16-17,19,
s.1a8143b8-4fd5-46bd-a6da-ded91747d2ee.txt,welcome_screen.2021-05-25-1558.data.1a8143b8-4fd5-46bd-a6da-ded91747d2ee.txt,870858,25,2,1,4,8,20,WCST_Task.2021-05-25-1610.data.1a8143b8-4fd5-46bd-a6da-ded91747d2ee.txt,N_Back_Task.2021-05-25-1616.data.1a8143b8-4fd5-46bd-a6da-ded91747d2ee.txt,Corsi_Block_Span_Task.2021-05-25-1617.data.1a8143b8-4fd5-46bd-a6da-ded91747d2ee.txt,Fitts_Law.2021-05-25-1618.data.1a8143b8-4fd5-46bd-a6da-ded91747d2ee.txt,"",2021-05-25-15-58,2021-05-25-16-22,24,
s.aebb066a-9d63-441a-9dcb-5699407ce9ff.txt,welcome_screen.2021-05-25-1608.data.aebb066a-9d63-441a-9dcb-5699407ce9ff.txt,737077,43,1,2,3,6,20,"","","","","",2021-05-25-16-08,"",""
s.8cc20ac3-1cee-43c0-8cc3-c4df0fdfa7de.txt,welcome_screen.2021-05-25-1601.data.8cc20ac3-1cee-43c0-8cc3-c4df0fdfa7de.txt,376398,70,1,3,4,4,0,WCST_Task.2021-05-25-1613.data.8cc20ac3-1cee-43c0-8cc3-c4df0fdfa7de.txt,N_Back_Task.2021-05-25-1618.data.8cc20ac3-1cee-43c0-8cc3-c4df0fdfa7de.txt,"","","",2021-05-25-16-00,"",""
s.5de4d54f-c7ee-45ea-a0fc-d5f33b8e1dbb.txt,"","","","","","","","","","","","","",2021-05-25-16-59,"",""
s.d9cc2a62-c522-4cc0-886a-69a34d44c03a.txt,welcome_screen.2021-05-25-1600.data.d9cc2a62-c522-4cc0-886a-69a34d44c03a.txt,172230,44,1,1,3,5,14,WCST_Task.2021-05-25-1614.data.d9cc2a62-c522-4cc0-886a-69a34d44c03a.txt,N_Back_Task.2021-05-25-1627.data.d9cc2a62-c522-4cc0-886a-69a34d44c03a.txt,Corsi_Block_Span_Task.2021-05-25-1628.data.d9cc2a62-c522-4cc0-886a-69a34d44c03a.txt,Fitts_Law.2021-05-25-1634.data.d9cc2a62-c522-4cc0-886a-69a34d44c03a.txt,Navon_Task.2021-05-25-1639.data.d9cc2a62-c522-4cc0-886a-69a34d44c03a.txt,2021-05-25-16-00,2021-05-25-16-39,39,
s.75ba2177-bbd3-46fc-b1f1-3f8e76d06ead.txt,"","","","","","","","","","","","","",2021-05-25-17-46,"",""
s.3d4288c3-b7f9-463a-8aaf-883147dbac9b.txt,welcome_screen.2021-05-29-2151.data.3d4288c3-b7f9-463a-8aaf-883147dbac9b.txt,722868,25,2,1,3,8,84,"","","","","",2021-05-29-21-51,"",""
s.576e3f45-3da6-44b3-bc0d-872a89db87b9.txt,welcome_screen.2021-05-29-2255.data.576e3f45-3da6-44b3-bc0d-872a89db87b9.txt,279127,67,2,1,2,7,21,WCST_Task.2021-05-29-2304.data.576e3f45-3da6-44b3-bc0d-872a89db87b9.txt,N_Back_Task.2021-05-29-2310.data.576e3f45-3da6-44b3-bc0d-872a89db87b9.txt,Corsi_Block_Span_Task.2021-05-29-2311.data.576e3f45-3da6-44b3-bc0d-872a89db87b9.txt,Fitts_Law.2021-05-29-2313.data.576e3f45-3da6-44b3-bc0d-872a89db87b9.txt,Navon_Task.2021-05-29-2316.data.576e3f45-3da6-44b3-bc0d-872a89db87b9.txt,2021-05-29-22-55,2021-05-29-23-16,21,
s.6dd603a6-3f09-4405-8f6a-6c678bd2f215.txt,welcome_screen.2021-05-29-2221.data.6dd603a6-3f09-4405-8f6a-6c678bd2f215.txt,978676,59,2,1,4,5,5,WCST_Task.2021-05-29-2231.data.6dd603a6-3f09-4405-8f6a-6c678bd2f215.txt,N_Back_Task.2021-05-29-2236.data.6dd603a6-3f09-4405-8f6a-6c678bd2f215.txt,Corsi_Block_Span_Task.2021-05-29-2239.data.6dd603a6-3f09-4405-8f6a-6c678bd2f215.txt,Fitts_Law.2021-05-29-2240.data.6dd603a6-3f09-4405-8f6a-6c678bd2f215.txt,Navon_Task.2021-05-29-2243.data.6dd603a6-3f09-4405-8f6a-6c678bd2f215.txt,2021-05-29-22-21,2021-05-29-22-43,22,
s.6997c88b-2b0d-46ce-9637-4dc2edd8d7d9.txt,welcome_screen.2021-05-25-1600.data.6997c88b-2b0d-46ce-9637-4dc2edd8d7d9.txt,936870,34,1,1,4,6,3,WCST_Task.2021-05-25-1610.data.6997c88b-2b0d-46ce-9637-4dc2edd8d7d9.txt,N_Back_Task.2021-05-25-1615.data.6997c88b-2b0d-46ce-9637-4dc2edd8d7d9.txt,Corsi_Block_Span_Task.2021-05-25-1618.data.6997c88b-2b0d-46ce-9637-4dc2edd8d7d9.txt,Fitts_Law.2021-05-25-1619.data.6997c88b-2b0d-46ce-9637-4dc2edd8d7d9.txt,Navon_Task.2021-05-25-1622.data.6997c88b-2b0d-46ce-9637-4dc2edd8d7d9.txt,2021-05-25-16-00,2021-05-25-16-22,22,
s.30ed2d5d-1a41-4b24-889a-3adb8bf81c4e.txt,"","","","","","","","","","","","","",2021-05-25-16-58,"",""
s.a7fa432f-ca1a-4b5d-a29d-dc4f1b45cdd3.txt,welcome_screen.2021-05-29-2209.data.a7fa432f-ca1a-4b5d-a29d-dc4f1b45cdd3.txt,664687,45,2,1,2,2,22,WCST_Task.2021-05-29-2217.data.a7fa432f-ca1a-4b5d-a29d-dc4f1b45cdd3.txt,N_Back_Task.2021-05-29-2223.data.a7fa432f-ca1a-4b5d-a29d-dc4f1b45cdd3.txt,Corsi_Block_Span_Task.2021-05-29-2225.data.a7fa432f-ca1a-4b5d-a29d-dc4f1b45cdd3.txt,Fitts_Law.2021-05-29-2226.data.a7fa432f-ca1a-4b5d-a29d-dc4f1b45cdd3.txt,Navon_Task.2021-05-29-2230.data.a7fa432f-ca1a-4b5d-a29d-dc4f1b45cdd3.txt,2021-05-29-22-08,2021-05-29-22-30,22,
s.9a8d9e3d-c19b-48c8-892f-1be22a8a6351.txt,welcome_screen.2021-05-25-1607.data.9a8d9e3d-c19b-48c8-892f-1be22a8a6351.txt,767591,35,1,2,4,8,25,"","","","","",2021-05-25-16-06,"",""
s.3fd78d70-69de-4071-a2d2-e39709f271fa.txt,welcome_screen.2021-05-25-1615.data.3fd78d70-69de-4071-a2d2-e39709f271fa.txt,904550,33,"","","","","","","","","","",2021-05-25-16-15,"",""
s.468c9c58-9084-4474-8bd6-dc487622f19b.txt,welcome_screen.2021-05-25-1621.data.468c9c58-9084-4474-8bd6-dc487622f19b.txt,449486,"","","","","","","","","","","",2021-05-25-16-21,"",""
s.6c4dd415-504a-41b6-bab9-68ad608559a6.txt,welcome_screen.2021-05-25-1622.data.6c4dd415-504a-41b6-bab9-68ad608559a6.txt,792318,45,1,1,3,6,5,WCST_Task.2021-05-25-1632.data.6c4dd415-504a-41b6-bab9-68ad608559a6.txt,N_Back_Task.2021-05-25-1638.data.6c4dd415-504a-41b6-bab9-68ad608559a6.txt,Corsi_Block_Span_Task.2021-05-25-1639.data.6c4dd415-504a-41b6-bab9-68ad608559a6.txt,Fitts_Law.2021-05-25-1641.data.6c4dd415-504a-41b6-bab9-68ad608559a6.txt,Navon_Task.2021-05-25-1644.data.6c4dd415-504a-41b6-bab9-68ad608559a6.txt,2021-05-25-16-21,2021-05-25-16-44,23,
s.2cefa234-94fd-45f3-9299-3c9d460a03ca.txt,welcome_screen.2021-05-29-2255.data.2cefa234-94fd-45f3-9299-3c9d460a03ca.txt,183102,31,4,1,2,1,0,WCST_Task.2021-05-29-2304.data.2cefa234-94fd-45f3-9299-3c9d460a03ca.txt,N_Back_Task.2021-05-29-2310.data.2cefa234-94fd-45f3-9299-3c9d460a03ca.txt,Corsi_Block_Span_Task.2021-05-29-2313.data.2cefa234-94fd-45f3-9299-3c9d460a03ca.txt,Fitts_Law.2021-05-29-2316.data.2cefa234-94fd-45f3-9299-3c9d460a03ca.txt,Navon_Task.2021-05-29-2319.data.2cefa234-94fd-45f3-9299-3c9d460a03ca.txt,2021-05-29-22-55,2021-05-29-23-19,24,
s.e029e034-3c49-47be-92f3-fd6b797cbdd9.txt,welcome_screen.2021-06-01-1727.data.e029e034-3c49-47be-92f3-fd6b797cbdd9.txt,690956,"","","","","","","","","","","",2021-06-01-17-27,"",""
s.c8ac1ebe-23d0-4730-a772-ba16556c7d34.txt,welcome_screen.2021-05-19-1001.data.c8ac1ebe-23d0-4730-a772-ba16556c7d34.txt,664027,"","","","","","",WCST_Task.2021-05-19-1019.data.c8ac1ebe-23d0-4730-a772-ba16556c7d34.txt,N_Back_Task.2021-05-19-1025.data.c8ac1ebe-23d0-4730-a772-ba16556c7d34.txt,Corsi_Block_Span_Task.2021-05-19-1027.data.c8ac1ebe-23d0-4730-a772-ba16556c7d34.txt,Fitts_Law.2021-05-19-1029.data.c8ac1ebe-23d0-4730-a772-ba16556c7d34.txt,Navon_Task.2021-05-19-1032.data.c8ac1ebe-23d0-4730-a772-ba16556c7d34.txt,2021-05-19-10-00,2021-05-19-10-32,32,
s.595180a0-9271-4c36-9d35-b610389d43aa.txt,welcome_screen.2021-05-29-2206.data.595180a0-9271-4c36-9d35-b610389d43aa.txt,445512,28,2,2,3,6,4,"","","","","",2021-05-29-22-06,"",""
s.de9665ae-3224-46b7-9518-589d1723aa0c.txt,welcome_screen.2021-05-25-1644.data.de9665ae-3224-46b7-9518-589d1723aa0c.txt,964528,65,1,1,3,2,5,"","","","","",2021-05-25-16-43,"",""
s.19abf39b-73dd-4673-9247-e4843ce16d92.txt,welcome_screen.2021-05-25-1604.data.19abf39b-73dd-4673-9247-e4843ce16d92.txt,577630,33,1,3,3,7,13,WCST_Task.2021-05-25-1612.data.19abf39b-73dd-4673-9247-e4843ce16d92.txt,N_Back_Task.2021-05-25-1617.data.19abf39b-73dd-4673-9247-e4843ce16d92.txt,"","","",2021-05-25-16-04,"",""
s.745261ef-060d-416d-ae0d-9c8e00171c14.txt,welcome_screen.2021-05-25-1639.data.745261ef-060d-416d-ae0d-9c8e00171c14.txt,578085,22,1,1,2,4,75,WCST_Task.2021-05-25-1648.data.745261ef-060d-416d-ae0d-9c8e00171c14.txt,N_Back_Task.2021-05-25-1653.data.745261ef-060d-416d-ae0d-9c8e00171c14.txt,Corsi_Block_Span_Task.2021-05-25-1655.data.745261ef-060d-416d-ae0d-9c8e00171c14.txt,Fitts_Law.2021-05-25-1656.data.745261ef-060d-416d-ae0d-9c8e00171c14.txt,Navon_Task.2021-05-25-1659.data.745261ef-060d-416d-ae0d-9c8e00171c14.txt,2021-05-25-16-39,2021-05-25-16-59,20,
s.352d1044-6a62-4a36-b34b-39b1111566f0.txt,welcome_screen.2021-05-29-2224.data.352d1044-6a62-4a36-b34b-39b1111566f0.txt,160188,70,1,2,3,4,0,WCST_Task.2021-05-29-2236.data.352d1044-6a62-4a36-b34b-39b1111566f0.txt,N_Back_Task.2021-05-29-2242.data.352d1044-6a62-4a36-b34b-39b1111566f0.txt,Corsi_Block_Span_Task.2021-05-29-2244.data.352d1044-6a62-4a36-b34b-39b1111566f0.txt,Fitts_Law.2021-05-29-2246.data.352d1044-6a62-4a36-b34b-39b1111566f0.txt,Navon_Task.2021-05-29-2251.data.352d1044-6a62-4a36-b34b-39b1111566f0.txt,2021-05-29-22-24,2021-05-29-22-51,27,
s.50a50388-e6ae-48fb-91cf-b4aa48024f81.txt,"","","","","","","","","","","","","",2021-05-25-16-23,"",""
s.bcc0958a-bfdf-4e61-9b57-df3a8991b7ce.txt,welcome_screen.2021-05-25-1608.data.bcc0958a-bfdf-4e61-9b57-df3a8991b7ce.txt,905859,25,2,1,4,6,36,WCST_Task.2021-05-25-1619.data.bcc0958a-bfdf-4e61-9b57-df3a8991b7ce.txt,N_Back_Task.2021-05-25-1624.data.bcc0958a-bfdf-4e61-9b57-df3a8991b7ce.txt,Corsi_Block_Span_Task.2021-05-25-1625.data.bcc0958a-bfdf-4e61-9b57-df3a8991b7ce.txt,Fitts_Law.2021-05-25-1627.data.bcc0958a-bfdf-4e61-9b57-df3a8991b7ce.txt,Navon_Task.2021-05-25-1629.data.bcc0958a-bfdf-4e61-9b57-df3a8991b7ce.txt,2021-05-25-16-07,2021-05-25-16-29,22,
s.32ff642a-efe0-436f-8075-fa703d677fed.txt,welcome_screen.2021-05-01-1551.data.32ff642a-efe0-436f-8075-fa703d677fed.txt,851366,"","","","","","",WCST_Task.2021-05-01-1558.data.32ff642a-efe0-436f-8075-fa703d677fed.txt,N_Back_Task.2021-05-01-1604.data.32ff642a-efe0-436f-8075-fa703d677fed.txt,Corsi_Block_Span_Task.2021-05-01-1605.data.32ff642a-efe0-436f-8075-fa703d677fed.txt,Fitts_Law.2021-05-01-1606.data.32ff642a-efe0-436f-8075-fa703d677fed.txt,Navon_Task.2021-05-01-1609.data.32ff642a-efe0-436f-8075-fa703d677fed.txt,2021-05-01-15-50,2021-05-01-16-09,19,
s.0c7c71e3-0b13-464d-8eff-0df9da542e50.txt,welcome_screen.2021-05-25-1658.data.0c7c71e3-0b13-464d-8eff-0df9da542e50.txt,485561,48,1,1,3,7,25,WCST_Task.2021-05-25-1707.data.0c7c71e3-0b13-464d-8eff-0df9da542e50.txt,N_Back_Task.2021-05-25-1712.data.0c7c71e3-0b13-464d-8eff-0df9da542e50.txt,Corsi_Block_Span_Task.2021-05-25-1713.data.0c7c71e3-0b13-464d-8eff-0df9da542e50.txt,Fitts_Law.2021-05-25-1715.data.0c7c71e3-0b13-464d-8eff-0df9da542e50.txt,Navon_Task.2021-05-25-1718.data.0c7c71e3-0b13-464d-8eff-0df9da542e50.txt,2021-05-25-16-58,2021-05-25-17-18,20,
s.be0eaa1c-a662-4162-bd05-38f87df95c35.txt,welcome_screen.2021-05-25-1608.data.be0eaa1c-a662-4162-bd05-38f87df95c35.txt,895200,33,1,1,2,7,94,WCST_Task.2021-05-25-1622.data.be0eaa1c-a662-4162-bd05-38f87df95c35.txt,N_Back_Task.2021-05-25-1628.data.be0eaa1c-a662-4162-bd05-38f87df95c35.txt,Corsi_Block_Span_Task.2021-05-25-1629.data.be0eaa1c-a662-4162-bd05-38f87df95c35.txt,Fitts_Law.2021-05-25-1630.data.be0eaa1c-a662-4162-bd05-38f87df95c35.txt,Navon_Task.2021-05-25-1633.data.be0eaa1c-a662-4162-bd05-38f87df95c35.txt,2021-05-25-16-07,2021-05-25-16-33,26,
s.ae8b2f59-efca-443d-bca0-cab09a1d5864.txt,welcome_screen.2021-05-25-1655.data.ae8b2f59-efca-443d-bca0-cab09a1d5864.txt,164785,"","","","","","","","","","","",2021-05-25-16-55,"",""
s.8ef5f18a-22ff-4599-bf80-5fe2dcdebe9c.txt,welcome_screen.2021-05-25-1731.data.8ef5f18a-22ff-4599-bf80-5fe2dcdebe9c.txt,414391,25,1,1,3,6,10,WCST_Task.2021-05-25-1741.data.8ef5f18a-22ff-4599-bf80-5fe2dcdebe9c.txt,N_Back_Task.2021-05-25-1747.data.8ef5f18a-22ff-4599-bf80-5fe2dcdebe9c.txt,Corsi_Block_Span_Task.2021-05-25-1749.data.8ef5f18a-22ff-4599-bf80-5fe2dcdebe9c.txt,Fitts_Law.2021-05-25-1750.data.8ef5f18a-22ff-4599-bf80-5fe2dcdebe9c.txt,Navon_Task.2021-05-25-1755.data.8ef5f18a-22ff-4599-bf80-5fe2dcdebe9c.txt,2021-05-25-17-30,2021-05-25-17-55,25,
s.85db91dc-d458-442b-8710-d7d969dade5c.txt,welcome_screen.2021-05-25-1707.data.85db91dc-d458-442b-8710-d7d969dade5c.txt,976061,34,2,1,3,3,20,WCST_Task.2021-05-25-1717.data.85db91dc-d458-442b-8710-d7d969dade5c.txt,N_Back_Task.2021-05-25-1721.data.85db91dc-d458-442b-8710-d7d969dade5c.txt,Corsi_Block_Span_Task.2021-05-25-1722.data.85db91dc-d458-442b-8710-d7d969dade5c.txt,Fitts_Law.2021-05-25-1724.data.85db91dc-d458-442b-8710-d7d969dade5c.txt,Navon_Task.2021-05-25-1726.data.85db91dc-d458-442b-8710-d7d969dade5c.txt,2021-05-25-17-07,2021-05-25-17-26,19,
s.cf293f04-56d5-40b9-8f07-df7fd89c1fb0.txt,welcome_screen.2021-05-25-1616.data.cf293f04-56d5-40b9-8f07-df7fd89c1fb0.txt,804594,"","","","","","","","","","","",2021-05-25-16-15,"",""
s.3d156ceb-8dda-4151-b69d-6fcf4bbd276e.txt,welcome_screen.2021-05-29-2123.data.3d156ceb-8dda-4151-b69d-6fcf4bbd276e.txt,507361,43,2,1,4,4,26,WCST_Task.2021-05-29-2134.data.3d156ceb-8dda-4151-b69d-6fcf4bbd276e.txt,N_Back_Task.2021-05-29-2142.data.3d156ceb-8dda-4151-b69d-6fcf4bbd276e.txt,Corsi_Block_Span_Task.2021-05-29-2145.data.3d156ceb-8dda-4151-b69d-6fcf4bbd276e.txt,Fitts_Law.2021-05-29-2152.data.3d156ceb-8dda-4151-b69d-6fcf4bbd276e.txt,Navon_Task.2021-05-29-2156.data.3d156ceb-8dda-4151-b69d-6fcf4bbd276e.txt,2021-05-29-21-22,2021-05-29-21-56,34,
s.28e51df6-2f55-47ad-8c84-816206756a85.txt,welcome_screen.2021-05-25-1555.data.28e51df6-2f55-47ad-8c84-816206756a85.txt,977008,25,2,1,3,8,64,WCST_Task.2021-05-25-1607.data.28e51df6-2f55-47ad-8c84-816206756a85.txt,N_Back_Task.2021-05-25-1611.data.28e51df6-2f55-47ad-8c84-816206756a85.txt,Corsi_Block_Span_Task.2021-05-25-1611.data.28e51df6-2f55-47ad-8c84-816206756a85.txt,Fitts_Law.2021-05-25-1613.data.28e51df6-2f55-47ad-8c84-816206756a85.txt,Navon_Task.2021-05-25-1616.data.28e51df6-2f55-47ad-8c84-816206756a85.txt,2021-05-25-15-55,2021-05-25-16-16,21,
s.a5fb3d6a-4ceb-4f02-9d0a-7e6521abb5b2.txt,welcome_screen.2021-05-25-1626.data.a5fb3d6a-4ceb-4f02-9d0a-7e6521abb5b2.txt,854512,29,2,1,4,5,4,"","","","","",2021-05-25-16-26,"",""
s.12f82ec0-f6d3-4f18-8bc2-e07460768169.txt,welcome_screen.2021-05-29-2254.data.12f82ec0-f6d3-4f18-8bc2-e07460768169.txt,528041,51,1,1,3,7,11,WCST_Task.2021-05-29-2303.data.12f82ec0-f6d3-4f18-8bc2-e07460768169.txt,N_Back_Task.2021-05-29-2308.data.12f82ec0-f6d3-4f18-8bc2-e07460768169.txt,"","","",2021-05-29-22-53,"",""
s.90c7a0fd-3e63-4959-acad-8c485fdd4758.txt,"","","","","","","","","","","","","",2021-05-25-17-02,"",""
s.84f73952-8776-451b-b449-456a7c258516.txt,welcome_screen.2021-05-25-1655.data.84f73952-8776-451b-b449-456a7c258516.txt,524310,55,1,1,3,4,1,WCST_Task.2021-05-25-1710.data.84f73952-8776-451b-b449-456a7c258516.txt,N_Back_Task.2021-05-25-1715.data.84f73952-8776-451b-b449-456a7c258516.txt,Corsi_Block_Span_Task.2021-05-25-1718.data.84f73952-8776-451b-b449-456a7c258516.txt,Fitts_Law.2021-05-25-1720.data.84f73952-8776-451b-b449-456a7c258516.txt,Navon_Task.2021-05-25-1723.data.84f73952-8776-451b-b449-456a7c258516.txt,2021-05-25-16-55,2021-05-25-17-23,28,
s.6fdb9287-8b84-43e1-9eb0-9b03ea2d4ef7.txt,welcome_screen.2021-05-25-1609.data.6fdb9287-8b84-43e1-9eb0-9b03ea2d4ef7.txt,561134,69,2,1,3,4,0,WCST_Task.2021-05-25-1618.data.6fdb9287-8b84-43e1-9eb0-9b03ea2d4ef7.txt,"","","","",2021-05-25-16-08,"",""
s.09ce7332-c65c-412e-8f3f-d5fb29cce791.txt,welcome_screen.2021-05-25-1631.data.09ce7332-c65c-412e-8f3f-d5fb29cce791.txt,327094,24,2,1,4,7,56,WCST_Task.2021-05-25-1641.data.09ce7332-c65c-412e-8f3f-d5fb29cce791.txt,N_Back_Task.2021-05-25-1645.data.09ce7332-c65c-412e-8f3f-d5fb29cce791.txt,Corsi_Block_Span_Task.2021-05-25-1646.data.09ce7332-c65c-412e-8f3f-d5fb29cce791.txt,Fitts_Law.2021-05-25-1652.data.09ce7332-c65c-412e-8f3f-d5fb29cce791.txt,Navon_Task.2021-05-25-1706.data.09ce7332-c65c-412e-8f3f-d5fb29cce791.txt,2021-05-25-16-29,2021-05-25-17-06,37,
