,participant,reward,status,action,rule,rule_correct,rule_used,n_t
26164,896860.0,1,1,3,color,color,color,64
26165,896860.0,1,1,1,shape,shape,shape,65
26166,896860.0,1,1,1,shape,shape,shape,66
26167,896860.0,1,1,1,shape,shape,shape,67
26168,896860.0,1,1,1,shape,shape,shape,68
26169,896860.0,1,1,1,shape,shape,shape,69
26170,896860.0,0,2,1,number,number,shape,70
26171,896860.0,0,2,3,number,number,color,71
26172,896860.0,1,1,2,number,number,number,72
26173,896860.0,1,1,2,number,number,number,73
26174,896860.0,1,1,2,number,number,number,74
26175,896860.0,1,1,2,number,number,number,75
26176,896860.0,1,1,2,number,number,number,76
26177,896860.0,0,2,2,shape,shape,number,77
26178,896860.0,0,2,3,shape,shape,color,78
26179,896860.0,1,1,1,shape,shape,shape,79
26180,896860.0,1,1,1,shape,shape,shape,80
26181,896860.0,1,1,1,shape,shape,shape,81
26182,896860.0,1,1,1,shape,shape,shape,82
26183,896860.0,1,1,3,color,color,color,83
26184,896860.0,1,1,3,color,color,color,84
26185,896860.0,1,1,3,color,color,color,85
26186,896860.0,1,1,3,color,color,color,86
26187,896860.0,1,1,3,color,color,color,87
26188,896860.0,1,1,1,shape,shape,shape,88
26189,896860.0,1,1,1,shape,shape,shape,89
26190,896860.0,1,1,1,shape,shape,shape,90
26191,896860.0,1,1,1,shape,shape,shape,91
26192,896860.0,1,1,1,shape,shape,shape,92
26193,896860.0,1,1,1,shape,shape,shape,93
26194,896860.0,1,1,3,color,color,color,94
26195,896860.0,1,1,3,color,color,color,95
26196,896860.0,1,1,3,color,color,color,96
26197,896860.0,1,1,3,color,color,color,97
26198,896860.0,1,1,3,color,color,color,98
26199,896860.0,1,1,3,color,color,color,99
26200,412246.0,0,2,3,shape,shape,color,0
26201,412246.0,0,2,3,shape,shape,color,1
26202,412246.0,1,1,1,shape,shape,shape,2
26203,412246.0,1,1,1,shape,shape,shape,3
26204,412246.0,1,1,1,shape,shape,shape,4
26205,412246.0,1,1,1,shape,shape,shape,5
26206,412246.0,1,1,1,shape,shape,shape,6
26207,412246.0,1,1,1,shape,shape,shape,7
26208,412246.0,1,1,1,shape,shape,shape,8
26209,412246.0,1,1,1,shape,shape,shape,9
26210,412246.0,0,2,3,number,number,color,10
26211,412246.0,1,1,2,number,number,number,11
26212,412246.0,1,1,2,number,number,number,12
26213,412246.0,1,1,2,number,number,number,13
26214,412246.0,1,1,2,number,number,number,14
26215,412246.0,1,1,2,number,number,number,15
26216,412246.0,1,1,2,number,number,number,16
26217,412246.0,1,1,2,number,number,number,17
26218,412246.0,1,1,2,number,number,number,18
26219,412246.0,0,2,1,color,color,shape,19
26220,412246.0,1,1,3,color,color,color,20
26221,412246.0,1,1,3,color,color,color,21
26222,412246.0,0,2,1,color,color,shape,22
26223,412246.0,1,1,3,color,color,color,23
26224,412246.0,1,1,3,color,color,color,24
26225,412246.0,1,1,3,color,color,color,25
26226,412246.0,1,1,3,color,color,color,26
26227,412246.0,1,1,1,shape,shape,shape,27
26228,412246.0,1,1,1,shape,shape,shape,28
26229,412246.0,1,1,1,shape,shape,shape,29
26230,412246.0,1,1,1,shape,shape,shape,30
26231,412246.0,1,1,1,shape,shape,shape,31
26232,412246.0,1,1,1,shape,shape,shape,32
26233,412246.0,1,1,1,shape,shape,shape,33
26234,412246.0,1,1,1,shape,shape,shape,34
26235,412246.0,0,2,3,number,number,color,35
26236,412246.0,1,1,2,number,number,number,36
26237,412246.0,1,1,2,number,number,number,37
26238,412246.0,1,1,2,number,number,number,38
26239,412246.0,1,1,2,number,number,number,39
26240,412246.0,0,2,1,number,number,shape,40
26241,412246.0,0,2,3,number,number,color,41
26242,412246.0,0,2,1,color,color,shape,42
26243,412246.0,1,1,3,color,color,color,43
26244,412246.0,1,1,3,color,color,color,44
26245,412246.0,1,1,3,color,color,color,45
26246,412246.0,1,1,3,color,color,color,46
26247,412246.0,0,2,1,number,number,shape,47
26248,412246.0,1,1,2,number,number,number,48
26249,412246.0,1,1,2,number,number,number,49
26250,412246.0,1,1,2,number,number,number,50
26251,412246.0,0,2,1,number,number,shape,51
26252,412246.0,1,1,2,number,number,number,52
26253,412246.0,1,1,1,shape,shape,shape,53
26254,412246.0,1,1,1,shape,shape,shape,54
26255,412246.0,1,1,1,shape,shape,shape,55
26256,412246.0,1,1,1,shape,shape,shape,56
26257,412246.0,0,2,3,shape,shape,color,57
26258,412246.0,1,1,1,shape,shape,shape,58
26259,412246.0,1,1,1,shape,shape,shape,59
26260,412246.0,1,1,3,color,color,color,60
26261,412246.0,0,2,1,color,color,shape,61
26262,412246.0,1,1,3,color,color,color,62
26263,412246.0,1,1,3,color,color,color,63
26264,412246.0,1,1,3,color,color,color,64
26265,412246.0,1,1,1,shape,shape,shape,65
26266,412246.0,1,1,1,shape,shape,shape,66
26267,412246.0,1,1,1,shape,shape,shape,67
26268,412246.0,1,1,1,shape,shape,shape,68
26269,412246.0,1,1,1,shape,shape,shape,69
26270,412246.0,0,2,1,number,number,shape,70
26271,412246.0,1,1,2,number,number,number,71
26272,412246.0,1,1,2,number,number,number,72
26273,412246.0,1,1,2,number,number,number,73
26274,412246.0,1,1,2,number,number,number,74
26275,412246.0,1,1,2,number,number,number,75
26276,412246.0,1,1,2,number,number,number,76
26277,412246.0,0,2,3,shape,shape,color,77
26278,412246.0,0,2,2,shape,shape,number,78
26279,412246.0,0,2,3,shape,shape,color,79
26280,412246.0,0,2,2,shape,shape,number,80
26281,412246.0,1,1,1,shape,shape,shape,81
26282,412246.0,1,1,1,shape,shape,shape,82
26283,412246.0,1,1,3,color,color,color,83
26284,412246.0,1,1,3,color,color,color,84
26285,412246.0,1,1,3,color,color,color,85
26286,412246.0,1,1,3,color,color,color,86
26287,412246.0,1,1,3,color,color,color,87
26288,412246.0,1,1,1,shape,shape,shape,88
26289,412246.0,1,1,1,shape,shape,shape,89
26290,412246.0,1,1,1,shape,shape,shape,90
26291,412246.0,1,1,1,shape,shape,shape,91
26292,412246.0,1,1,1,shape,shape,shape,92
26293,412246.0,1,1,1,shape,shape,shape,93
26294,412246.0,1,1,3,color,color,color,94
26295,412246.0,1,1,3,color,color,color,95
26296,412246.0,1,1,3,color,color,color,96
26297,412246.0,1,1,3,color,color,color,97
26298,412246.0,1,1,3,color,color,color,98
26299,412246.0,1,1,3,color,color,color,99
26300,846954.0,0,2,3,shape,shape,color,0
26301,846954.0,0,2,3,shape,shape,color,1
26302,846954.0,0,2,3,shape,shape,color,2
26303,846954.0,1,1,1,shape,shape,shape,3
26304,846954.0,1,1,1,shape,shape,shape,4
26305,846954.0,0,2,,shape,shape,no rule,5
26306,846954.0,0,2,2,shape,shape,number,6
26307,846954.0,1,1,1,shape,shape,shape,7
26308,846954.0,1,1,1,shape,shape,shape,8
26309,846954.0,0,2,3,shape,shape,color,9
26310,846954.0,1,1,2,number,number,number,10
26311,846954.0,0,2,1,number,number,shape,11
26312,846954.0,0,2,,number,number,no rule,12
26313,846954.0,0,2,3,number,number,color,13
26314,846954.0,1,1,2,number,number,number,14
26315,846954.0,1,1,2,number,number,number,15
26316,846954.0,1,1,2,number,number,number,16
26317,846954.0,1,1,2,number,number,number,17
26318,846954.0,1,1,2,number,number,number,18
26319,846954.0,0,2,,color,color,no rule,19
26320,846954.0,0,2,,color,color,no rule,20
26321,846954.0,0,2,1,color,color,shape,21
26322,846954.0,0,2,,color,color,no rule,22
26323,846954.0,0,2,,color,color,no rule,23
26324,846954.0,0,2,,color,color,no rule,24
26325,846954.0,0,2,1,color,color,shape,25
26326,846954.0,0,2,1,color,color,shape,26
26327,846954.0,0,2,3,shape,shape,color,27
26328,846954.0,0,2,2,shape,shape,number,28
26329,846954.0,0,2,3,shape,shape,color,29
26330,846954.0,0,2,3,shape,shape,color,30
26331,846954.0,0,2,2,shape,shape,number,31
26332,846954.0,0,2,3,shape,shape,color,32
26333,846954.0,1,1,1,shape,shape,shape,33
26334,846954.0,1,1,1,shape,shape,shape,34
26335,846954.0,0,2,1,number,number,shape,35
26336,846954.0,0,2,3,number,number,color,36
26337,846954.0,0,2,3,number,number,color,37
26338,846954.0,0,2,1,number,number,shape,38
26339,846954.0,1,1,2,number,number,number,39
26340,846954.0,0,2,1,number,number,shape,40
26341,846954.0,0,2,,number,number,no rule,41
26342,846954.0,0,2,,color,color,no rule,42
26343,846954.0,0,2,,color,color,no rule,43
26344,846954.0,0,2,1,color,color,shape,44
26345,846954.0,0,2,1,color,color,shape,45
26346,846954.0,0,2,1,color,color,shape,46
26347,846954.0,0,2,1,number,number,shape,47
26348,846954.0,1,1,2,number,number,number,48
26349,846954.0,0,2,3,number,number,color,49
26350,846954.0,0,2,,number,number,no rule,50
26351,846954.0,1,1,2,number,number,number,51
26352,846954.0,1,1,2,number,number,number,52
26353,846954.0,0,2,,shape,shape,no rule,53
26354,846954.0,0,2,3,shape,shape,color,54
26355,846954.0,1,1,1,shape,shape,shape,55
26356,846954.0,0,2,,shape,shape,no rule,56
26357,846954.0,1,1,1,shape,shape,shape,57
26358,846954.0,0,2,3,shape,shape,color,58
26359,846954.0,0,2,3,shape,shape,color,59
26360,846954.0,0,2,,color,color,no rule,60
26361,846954.0,0,2,1,color,color,shape,61
26362,846954.0,0,2,1,color,color,shape,62
26363,846954.0,1,1,3,color,color,color,63
26364,846954.0,1,1,3,color,color,color,64
26365,846954.0,0,2,3,shape,shape,color,65
26366,846954.0,0,2,3,shape,shape,color,66
26367,846954.0,0,2,3,shape,shape,color,67
26368,846954.0,0,2,3,shape,shape,color,68
26369,846954.0,0,2,3,shape,shape,color,69
26370,846954.0,0,2,3,number,number,color,70
26371,846954.0,0,2,1,number,number,shape,71
26372,846954.0,0,2,3,number,number,color,72
26373,846954.0,0,2,3,number,number,color,73
26374,846954.0,1,1,2,number,number,number,74
26375,846954.0,0,2,,number,number,no rule,75
26376,846954.0,0,3,,number,number,time out,76
26377,846954.0,0,3,,shape,shape,time out,77
26378,846954.0,0,2,3,shape,shape,color,78
26379,846954.0,1,1,1,shape,shape,shape,79
26380,846954.0,0,2,3,shape,shape,color,80
26381,846954.0,0,2,2,shape,shape,number,81
26382,846954.0,0,2,3,shape,shape,color,82
26383,846954.0,1,1,3,color,color,color,83
26384,846954.0,0,2,2,color,color,number,84
26385,846954.0,1,1,3,color,color,color,85
26386,846954.0,0,2,1,color,color,shape,86
26387,846954.0,0,2,,color,color,no rule,87
26388,846954.0,1,1,1,shape,shape,shape,88
26389,846954.0,0,2,,shape,shape,no rule,89
26390,846954.0,0,2,2,shape,shape,number,90
26391,846954.0,0,2,3,shape,shape,color,91
26392,846954.0,0,2,3,shape,shape,color,92
26393,846954.0,0,2,,shape,shape,no rule,93
26394,846954.0,0,2,,color,color,no rule,94
26395,846954.0,0,2,1,color,color,shape,95
26396,846954.0,0,2,,color,color,no rule,96
26397,846954.0,0,2,1,color,color,shape,97
26398,846954.0,1,1,3,color,color,color,98
26399,846954.0,1,1,3,color,color,color,99
26400,605413.0,0,2,2,shape,shape,number,0
26401,605413.0,0,2,3,shape,shape,color,1
26402,605413.0,0,2,3,shape,shape,color,2
26403,605413.0,0,2,3,shape,shape,color,3
26404,605413.0,0,2,3,shape,shape,color,4
26405,605413.0,0,2,2,shape,shape,number,5
26406,605413.0,0,2,3,shape,shape,color,6
26407,605413.0,0,2,3,shape,shape,color,7
26408,605413.0,0,2,3,shape,shape,color,8
26409,605413.0,0,2,3,shape,shape,color,9
26410,605413.0,0,2,,number,number,no rule,10
26411,605413.0,0,2,3,number,number,color,11
26412,605413.0,0,2,3,number,number,color,12
26413,605413.0,1,1,2,number,number,number,13
26414,605413.0,1,1,2,number,number,number,14
26415,605413.0,0,2,3,number,number,color,15
26416,605413.0,0,2,,number,number,no rule,16
26417,605413.0,1,1,2,number,number,number,17
26418,605413.0,0,2,3,number,number,color,18
26419,605413.0,0,2,,color,color,no rule,19
26420,605413.0,0,2,1,color,color,shape,20
26421,605413.0,0,2,1,color,color,shape,21
26422,605413.0,0,2,1,color,color,shape,22
26423,605413.0,1,1,3,color,color,color,23
26424,605413.0,1,1,3,color,color,color,24
26425,605413.0,0,2,,color,color,no rule,25
26426,605413.0,0,2,,color,color,no rule,26
26427,605413.0,0,2,3,shape,shape,color,27
26428,605413.0,0,2,2,shape,shape,number,28
26429,605413.0,0,2,3,shape,shape,color,29
26430,605413.0,0,2,3,shape,shape,color,30
26431,605413.0,0,3,,shape,shape,time out,31
26432,605413.0,0,3,,shape,shape,time out,32
26433,605413.0,0,3,,shape,shape,time out,33
26434,605413.0,0,3,,shape,shape,time out,34
26435,605413.0,0,3,,number,number,time out,35
26436,605413.0,0,3,,number,number,time out,36
26437,605413.0,0,3,,number,number,time out,37
26438,605413.0,0,3,,number,number,time out,38
26439,605413.0,0,3,,number,number,time out,39
26440,605413.0,0,3,,number,number,time out,40
26441,605413.0,0,3,,number,number,time out,41
26442,605413.0,0,3,,color,color,time out,42
26443,605413.0,0,3,,color,color,time out,43
26444,605413.0,0,3,,color,color,time out,44
26445,605413.0,0,3,,color,color,time out,45
26446,605413.0,0,3,,color,color,time out,46
26447,605413.0,0,3,,number,number,time out,47
26448,605413.0,0,3,,number,number,time out,48
26449,605413.0,0,3,,number,number,time out,49
26450,605413.0,0,3,,number,number,time out,50
26451,605413.0,0,3,,number,number,time out,51
26452,605413.0,0,3,,number,number,time out,52
26453,605413.0,0,3,,shape,shape,time out,53
26454,605413.0,0,3,,shape,shape,time out,54
26455,605413.0,0,3,,shape,shape,time out,55
26456,605413.0,0,3,,shape,shape,time out,56
26457,605413.0,0,3,,shape,shape,time out,57
26458,605413.0,0,3,,shape,shape,time out,58
26459,605413.0,0,3,,shape,shape,time out,59
26460,605413.0,0,3,,color,color,time out,60
26461,605413.0,0,3,,color,color,time out,61
26462,605413.0,0,3,,color,color,time out,62
26463,605413.0,0,3,,color,color,time out,63
26464,605413.0,0,3,,color,color,time out,64
26465,605413.0,0,3,,shape,shape,time out,65
26466,605413.0,0,3,,shape,shape,time out,66
26467,605413.0,0,3,,shape,shape,time out,67
26468,605413.0,0,3,,shape,shape,time out,68
26469,605413.0,0,3,,shape,shape,time out,69
26470,605413.0,0,3,,number,number,time out,70
26471,605413.0,0,3,,number,number,time out,71
26472,605413.0,0,3,,number,number,time out,72
26473,605413.0,0,3,,number,number,time out,73
26474,605413.0,0,3,,number,number,time out,74
26475,605413.0,0,3,,number,number,time out,75
26476,605413.0,0,3,,number,number,time out,76
26477,605413.0,0,3,,shape,shape,time out,77
26478,605413.0,0,3,,shape,shape,time out,78
26479,605413.0,0,3,,shape,shape,time out,79
26480,605413.0,0,3,,shape,shape,time out,80
26481,605413.0,0,3,,shape,shape,time out,81
26482,605413.0,0,3,,shape,shape,time out,82
26483,605413.0,0,3,,color,color,time out,83
26484,605413.0,0,3,,color,color,time out,84
26485,605413.0,0,3,,color,color,time out,85
26486,605413.0,0,3,,color,color,time out,86
26487,605413.0,0,3,,color,color,time out,87
26488,605413.0,0,3,,shape,shape,time out,88
26489,605413.0,0,3,,shape,shape,time out,89
26490,605413.0,0,3,,shape,shape,time out,90
26491,605413.0,0,3,,shape,shape,time out,91
26492,605413.0,0,3,,shape,shape,time out,92
26493,605413.0,0,3,,shape,shape,time out,93
26494,605413.0,0,3,,color,color,time out,94
26495,605413.0,0,3,,color,color,time out,95
26496,605413.0,0,3,,color,color,time out,96
26497,605413.0,0,3,,color,color,time out,97
26498,605413.0,0,3,,color,color,time out,98
26499,605413.0,0,3,,color,color,time out,99
26500,152049.0,0,2,3,shape,shape,color,0
26501,152049.0,0,2,2,shape,shape,number,1
26502,152049.0,0,2,3,shape,shape,color,2
26503,152049.0,1,1,1,shape,shape,shape,3
26504,152049.0,1,1,1,shape,shape,shape,4
26505,152049.0,1,1,1,shape,shape,shape,5
26506,152049.0,1,1,1,shape,shape,shape,6
26507,152049.0,1,1,1,shape,shape,shape,7
26508,152049.0,1,1,1,shape,shape,shape,8
26509,152049.0,1,1,1,shape,shape,shape,9
26510,152049.0,0,2,1,number,number,shape,10
26511,152049.0,1,1,2,number,number,number,11
26512,152049.0,1,1,2,number,number,number,12
26513,152049.0,1,1,2,number,number,number,13
26514,152049.0,1,1,2,number,number,number,14
26515,152049.0,1,1,2,number,number,number,15
26516,152049.0,1,1,2,number,number,number,16
26517,152049.0,1,1,2,number,number,number,17
26518,152049.0,1,1,2,number,number,number,18
26519,152049.0,0,2,1,color,color,shape,19
26520,152049.0,0,2,2,color,color,number,20
26521,152049.0,1,1,3,color,color,color,21
26522,152049.0,1,1,3,color,color,color,22
26523,152049.0,1,1,3,color,color,color,23
26524,152049.0,1,1,3,color,color,color,24
26525,152049.0,1,1,3,color,color,color,25
26526,152049.0,1,1,3,color,color,color,26
26527,152049.0,1,1,1,shape,shape,shape,27
26528,152049.0,1,1,1,shape,shape,shape,28
26529,152049.0,1,1,1,shape,shape,shape,29
26530,152049.0,1,1,1,shape,shape,shape,30
26531,152049.0,1,1,1,shape,shape,shape,31
26532,152049.0,1,1,1,shape,shape,shape,32
26533,152049.0,1,1,1,shape,shape,shape,33
26534,152049.0,1,1,1,shape,shape,shape,34
26535,152049.0,0,2,3,number,number,color,35
26536,152049.0,1,1,2,number,number,number,36
26537,152049.0,1,1,2,number,number,number,37
26538,152049.0,1,1,2,number,number,number,38
26539,152049.0,0,2,3,number,number,color,39
26540,152049.0,1,1,2,number,number,number,40
26541,152049.0,1,1,2,number,number,number,41
26542,152049.0,0,2,1,color,color,shape,42
26543,152049.0,1,1,3,color,color,color,43
26544,152049.0,1,1,3,color,color,color,44
26545,152049.0,1,1,3,color,color,color,45
26546,152049.0,1,1,3,color,color,color,46
26547,152049.0,0,2,3,number,number,color,47
26548,152049.0,1,1,2,number,number,number,48
26549,152049.0,1,1,2,number,number,number,49
26550,152049.0,0,2,3,number,number,color,50
26551,152049.0,0,2,3,number,number,color,51
26552,152049.0,0,2,3,number,number,color,52
26553,152049.0,1,1,1,shape,shape,shape,53
26554,152049.0,1,1,1,shape,shape,shape,54
26555,152049.0,1,1,1,shape,shape,shape,55
26556,152049.0,1,1,1,shape,shape,shape,56
26557,152049.0,1,1,1,shape,shape,shape,57
26558,152049.0,1,1,1,shape,shape,shape,58
26559,152049.0,1,1,1,shape,shape,shape,59
26560,152049.0,1,1,3,color,color,color,60
26561,152049.0,1,1,3,color,color,color,61
26562,152049.0,1,1,3,color,color,color,62
26563,152049.0,1,1,3,color,color,color,63
26564,152049.0,1,1,3,color,color,color,64
26565,152049.0,1,1,1,shape,shape,shape,65
26566,152049.0,1,1,1,shape,shape,shape,66
26567,152049.0,1,1,1,shape,shape,shape,67
26568,152049.0,1,1,1,shape,shape,shape,68
26569,152049.0,1,1,1,shape,shape,shape,69
26570,152049.0,0,2,1,number,number,shape,70
26571,152049.0,0,2,3,number,number,color,71
26572,152049.0,0,2,3,number,number,color,72
26573,152049.0,1,1,2,number,number,number,73
26574,152049.0,1,1,2,number,number,number,74
26575,152049.0,1,1,2,number,number,number,75
26576,152049.0,1,1,2,number,number,number,76
26577,152049.0,0,2,2,shape,shape,number,77
26578,152049.0,0,2,3,shape,shape,color,78
26579,152049.0,0,2,3,shape,shape,color,79
26580,152049.0,0,2,3,shape,shape,color,80
26581,152049.0,1,1,1,shape,shape,shape,81
26582,152049.0,1,1,1,shape,shape,shape,82
26583,152049.0,1,1,3,color,color,color,83
26584,152049.0,1,1,3,color,color,color,84
26585,152049.0,1,1,3,color,color,color,85
26586,152049.0,1,1,3,color,color,color,86
26587,152049.0,1,1,3,color,color,color,87
26588,152049.0,1,1,1,shape,shape,shape,88
26589,152049.0,1,1,1,shape,shape,shape,89
26590,152049.0,1,1,1,shape,shape,shape,90
26591,152049.0,1,1,1,shape,shape,shape,91
26592,152049.0,1,1,1,shape,shape,shape,92
26593,152049.0,1,1,1,shape,shape,shape,93
26594,152049.0,1,1,3,color,color,color,94
26595,152049.0,1,1,3,color,color,color,95
26596,152049.0,1,1,3,color,color,color,96
26597,152049.0,1,1,3,color,color,color,97
26598,152049.0,1,1,3,color,color,color,98
26599,152049.0,1,1,3,color,color,color,99
26600,229541.0,1,1,1,shape,shape,shape,0
26601,229541.0,1,1,1,shape,shape,shape,1
26602,229541.0,0,2,3,shape,shape,color,2
26603,229541.0,0,2,,shape,shape,no rule,3
26604,229541.0,0,2,,shape,shape,no rule,4
26605,229541.0,0,3,,shape,shape,time out,5
26606,229541.0,0,2,3,shape,shape,color,6
26607,229541.0,1,1,1,shape,shape,shape,7
26608,229541.0,0,2,3,shape,shape,color,8
26609,229541.0,0,2,,shape,shape,no rule,9
26610,229541.0,0,2,3,number,number,color,10
26611,229541.0,0,2,3,number,number,color,11
26612,229541.0,0,2,3,number,number,color,12
26613,229541.0,0,2,3,number,number,color,13
26614,229541.0,0,2,3,number,number,color,14
26615,229541.0,1,1,2,number,number,number,15
26616,229541.0,1,1,2,number,number,number,16
26617,229541.0,0,2,,number,number,no rule,17
26618,229541.0,1,1,2,number,number,number,18
26619,229541.0,0,3,,color,color,time out,19
26620,229541.0,0,2,1,color,color,shape,20
26621,229541.0,1,1,3,color,color,color,21
26622,229541.0,0,2,1,color,color,shape,22
26623,229541.0,1,1,3,color,color,color,23
26624,229541.0,0,2,1,color,color,shape,24
26625,229541.0,1,1,3,color,color,color,25
26626,229541.0,0,2,,color,color,no rule,26
26627,229541.0,0,2,,shape,shape,no rule,27
26628,229541.0,1,1,1,shape,shape,shape,28
26629,229541.0,0,2,2,shape,shape,number,29
26630,229541.0,0,2,,shape,shape,no rule,30
26631,229541.0,0,2,3,shape,shape,color,31
26632,229541.0,0,2,2,shape,shape,number,32
26633,229541.0,1,1,1,shape,shape,shape,33
26634,229541.0,1,1,1,shape,shape,shape,34
26635,229541.0,0,2,1,number,number,shape,35
26636,229541.0,0,2,3,number,number,color,36
26637,229541.0,0,2,1,number,number,shape,37
26638,229541.0,0,2,3,number,number,color,38
26639,229541.0,0,2,3,number,number,color,39
26640,229541.0,0,2,3,number,number,color,40
26641,229541.0,0,2,3,number,number,color,41
26642,229541.0,0,3,,color,color,time out,42
26643,229541.0,0,2,1,color,color,shape,43
26644,229541.0,0,2,,color,color,no rule,44
26645,229541.0,0,2,1,color,color,shape,45
26646,229541.0,1,1,3,color,color,color,46
26647,229541.0,1,1,2,number,number,number,47
26648,229541.0,0,2,,number,number,no rule,48
26649,229541.0,0,2,3,number,number,color,49
26650,229541.0,0,2,3,number,number,color,50
26651,229541.0,0,2,3,number,number,color,51
26652,229541.0,0,2,1,number,number,shape,52
26653,229541.0,1,1,1,shape,shape,shape,53
26654,229541.0,0,2,3,shape,shape,color,54
26655,229541.0,1,1,1,shape,shape,shape,55
26656,229541.0,1,1,1,shape,shape,shape,56
26657,229541.0,1,1,1,shape,shape,shape,57
26658,229541.0,1,1,1,shape,shape,shape,58
26659,229541.0,0,2,3,shape,shape,color,59
26660,229541.0,0,3,,color,color,time out,60
26661,229541.0,0,2,1,color,color,shape,61
26662,229541.0,0,2,1,color,color,shape,62
26663,229541.0,0,2,,color,color,no rule,63
26664,229541.0,0,2,1,color,color,shape,64
26665,229541.0,0,3,,shape,shape,time out,65
26666,229541.0,0,3,,shape,shape,time out,66
26667,229541.0,0,2,3,shape,shape,color,67
26668,229541.0,0,2,3,shape,shape,color,68
26669,229541.0,0,2,,shape,shape,no rule,69
26670,229541.0,0,2,3,number,number,color,70
26671,229541.0,0,2,3,number,number,color,71
26672,229541.0,1,1,2,number,number,number,72
26673,229541.0,0,2,,number,number,no rule,73
26674,229541.0,0,2,,number,number,no rule,74
26675,229541.0,0,2,1,number,number,shape,75
26676,229541.0,1,1,2,number,number,number,76
26677,229541.0,0,2,3,shape,shape,color,77
26678,229541.0,0,2,,shape,shape,no rule,78
26679,229541.0,0,2,3,shape,shape,color,79
26680,229541.0,0,2,3,shape,shape,color,80
26681,229541.0,0,2,2,shape,shape,number,81
26682,229541.0,0,3,,shape,shape,time out,82
26683,229541.0,0,2,1,color,color,shape,83
26684,229541.0,0,2,,color,color,no rule,84
26685,229541.0,0,3,,color,color,time out,85
26686,229541.0,0,2,,color,color,no rule,86
26687,229541.0,1,1,3,color,color,color,87
26688,229541.0,1,1,1,shape,shape,shape,88
26689,229541.0,0,2,,shape,shape,no rule,89
26690,229541.0,1,1,1,shape,shape,shape,90
26691,229541.0,1,1,1,shape,shape,shape,91
26692,229541.0,1,1,1,shape,shape,shape,92
26693,229541.0,1,1,1,shape,shape,shape,93
26694,229541.0,1,1,3,color,color,color,94
26695,229541.0,0,2,2,color,color,number,95
26696,229541.0,1,1,3,color,color,color,96
26697,229541.0,0,2,,color,color,no rule,97
26698,229541.0,0,3,,color,color,time out,98
26699,229541.0,0,3,,color,color,time out,99
26700,528653.0,0,2,2,shape,shape,number,0
26701,528653.0,0,2,3,shape,shape,color,1
26702,528653.0,0,2,2,shape,shape,number,2
26703,528653.0,0,2,3,shape,shape,color,3
26704,528653.0,0,2,3,shape,shape,color,4
26705,528653.0,1,1,1,shape,shape,shape,5
26706,528653.0,1,1,1,shape,shape,shape,6
26707,528653.0,1,1,1,shape,shape,shape,7
26708,528653.0,1,1,1,shape,shape,shape,8
26709,528653.0,1,1,1,shape,shape,shape,9
26710,528653.0,0,2,3,number,number,color,10
26711,528653.0,0,2,3,number,number,color,11
26712,528653.0,1,1,2,number,number,number,12
26713,528653.0,1,1,2,number,number,number,13
26714,528653.0,1,1,2,number,number,number,14
26715,528653.0,1,1,2,number,number,number,15
26716,528653.0,1,1,2,number,number,number,16
26717,528653.0,1,1,2,number,number,number,17
26718,528653.0,1,1,2,number,number,number,18
26719,528653.0,0,2,1,color,color,shape,19
26720,528653.0,0,2,2,color,color,number,20
26721,528653.0,1,1,3,color,color,color,21
26722,528653.0,1,1,3,color,color,color,22
26723,528653.0,1,1,3,color,color,color,23
26724,528653.0,1,1,3,color,color,color,24
26725,528653.0,1,1,3,color,color,color,25
26726,528653.0,1,1,3,color,color,color,26
26727,528653.0,1,1,1,shape,shape,shape,27
26728,528653.0,1,1,1,shape,shape,shape,28
26729,528653.0,1,1,1,shape,shape,shape,29
26730,528653.0,1,1,1,shape,shape,shape,30
26731,528653.0,1,1,1,shape,shape,shape,31
26732,528653.0,1,1,1,shape,shape,shape,32
26733,528653.0,1,1,1,shape,shape,shape,33
26734,528653.0,1,1,1,shape,shape,shape,34
26735,528653.0,0,2,3,number,number,color,35
26736,528653.0,0,2,3,number,number,color,36
26737,528653.0,1,1,2,number,number,number,37
26738,528653.0,0,2,1,number,number,shape,38
26739,528653.0,1,1,2,number,number,number,39
26740,528653.0,1,1,2,number,number,number,40
26741,528653.0,1,1,2,number,number,number,41
26742,528653.0,0,2,1,color,color,shape,42
26743,528653.0,0,2,2,color,color,number,43
26744,528653.0,1,1,3,color,color,color,44
26745,528653.0,1,1,3,color,color,color,45
26746,528653.0,1,1,3,color,color,color,46
26747,528653.0,0,2,1,number,number,shape,47
26748,528653.0,0,2,3,number,number,color,48
26749,528653.0,0,2,3,number,number,color,49
26750,528653.0,0,2,3,number,number,color,50
26751,528653.0,1,1,2,number,number,number,51
26752,528653.0,1,1,2,number,number,number,52
26753,528653.0,0,2,3,shape,shape,color,53
26754,528653.0,0,2,3,shape,shape,color,54
26755,528653.0,1,1,1,shape,shape,shape,55
26756,528653.0,1,1,1,shape,shape,shape,56
26757,528653.0,1,1,1,shape,shape,shape,57
26758,528653.0,1,1,1,shape,shape,shape,58
26759,528653.0,1,1,1,shape,shape,shape,59
26760,528653.0,1,1,3,color,color,color,60
26761,528653.0,1,1,3,color,color,color,61
26762,528653.0,1,1,3,color,color,color,62
26763,528653.0,1,1,3,color,color,color,63
26764,528653.0,1,1,3,color,color,color,64
